Id,Start,Name,Impact,Currency
9430b350-ccbe-486b-8761-e65fc636c849,01/06/2016 13:30:00,Goods and Services Trade Balance,MEDIUM,USD
6060a9c7-7139-466a-b103-6758eabd6d86,01/06/2016 14:45:00,Markit Services PMI,MEDIUM,USD
388dfb36-a55f-4321-970d-931b55855314,01/06/2016 14:45:00,Markit PMI Composite,MEDIUM,USD
cfc19971-6979-44d5-a3d2-688412a5f2bf,01/06/2016 15:00:00,ISM Services PMI,MEDIUM,USD
8c32ac71-d0e5-4365-a5e1-bca22d4c96cb,01/06/2016 15:00:00,Factory Orders (MoM),MEDIUM,USD
dd252b6e-1d9f-4e5b-a626-b697e26981b8,01/06/2016 15:30:00,EIA Crude Oil Stocks Change,LOW,USD
1b0ab942-3152-48a8-9519-1dc79da3f4c8,01/06/2016 19:00:00,FOMC Minutes,HIGH,USD
b234a919-25a1-4d19-bf46-cc38f431b86f,01/07/2016 07:00:00,Fipe's IPC Inflation,LOW,BRL
0544e4b8-5043-47fc-8f16-adbc140a39ca,01/07/2016 09:00:00,Foreign Exchange Reserves (MoM),LOW,CNY
f7c37f25-d856-4a2f-a617-cd5a86fa6e2f,01/07/2016 11:00:00,Industrial Output (MoM),LOW,BRL
8c2da581-a5fb-411b-a771-c76bf8008503,01/07/2016 11:00:00,Industrial Output (YoY),LOW,BRL
581555b3-4d26-4a7a-9f50-49c4c4806e83,01/07/2016 12:30:00,Challenger Job Cuts,LOW,USD
485245f7-b231-49d8-ab2a-cdadc2213102,01/07/2016 13:30:00,Continuing Jobless Claims,MEDIUM,USD
be3ba1f3-ab34-4970-9025-2a0dc4d971d3,01/07/2016 13:30:00,Initial Jobless Claims,MEDIUM,USD
e65f9eb7-14ea-47dc-ae9c-83d894d48b3b,01/07/2016 15:30:00,EIA Natural Gas Storage Change,LOW,USD
52d33015-c501-4fca-afc9-b0a5829f0b47,01/08/2016 11:00:00,IPCA Inflation,LOW,BRL
3643eb31-e6ed-472c-8c3e-f2c0477f591d,01/08/2016 13:30:00,Nonfarm Payrolls,HIGH,USD
dbd2d64c-79e0-4f4d-b320-72146caff71d,01/08/2016 13:30:00,Average Hourly Earnings (YoY),LOW,USD
0102d37a-8d0f-4ff2-9496-de06c3f33d6f,01/08/2016 13:30:00,Average Weekly Hours,MEDIUM,USD
0684e156-02a9-4708-b2cd-b20c9d1de0c5,01/08/2016 13:30:00,Labor Force Participation Rate,MEDIUM,USD
ee9ced66-411b-4a93-b371-4f5b18d390ec,01/08/2016 13:30:00,Average Hourly Earnings (MoM),LOW,USD
30a2774a-1758-447e-8e24-5dfe94d5d500,01/08/2016 13:30:00,Unemployment Rate,HIGH,USD
60748d3b-90b9-4266-afff-23bdc78f14e9,01/08/2016 15:00:00,Wholesale Inventories,LOW,USD
0ff16815-963f-4546-9e4f-493097653d0e,01/08/2016 19:00:00,Baker Hughes US Oil Rig Count,MEDIUM,USD
6bc6c743-d8f0-4bab-b11f-fe4886535c9c,01/08/2016 19:30:00,CFTC Gold NC Net Positions,LOW,USD
b02edbe3-fbfe-4c62-ba8c-5c7464c8fc5a,01/08/2016 19:30:00,CFTC Oil NC Net Positions,LOW,USD
5abc7267-3623-4027-8b26-93f7daa12ce5,01/08/2016 19:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
c4a35577-1d48-485a-9f98-a3c613e8170b,01/08/2016 20:00:00,Consumer Credit Change,MEDIUM,USD
8c807214-abc2-42cc-b001-0b26198643bc,01/09/2016 01:30:00,Consumer Price Index (MoM),MEDIUM,CNY
70f70415-60be-41a3-a33b-af431e7468fa,01/09/2016 01:30:00,Producer Price Index (YoY),MEDIUM,CNY
5a1f6228-7b51-415a-b839-641974753a87,01/09/2016 01:30:00,Consumer Price Index (YoY),MEDIUM,CNY
583d6e92-b7c1-4040-8e34-ee17d0ced751,01/11/2016 15:00:00,Labor Market Conditions Index,MEDIUM,USD
3aeff76d-05d4-4a67-9773-d32b03619759,01/11/2016 16:30:00,3-Month Bill Auction,LOW,USD
2bc80b11-0984-41c9-82f0-fe3207599806,01/11/2016 16:30:00,6-Month Bill Auction,LOW,USD
233c5a6a-8af3-4d7d-9951-90338734077d,01/11/2016 17:40:00,Fed's Lockhart speech,LOW,USD
81218fec-3df5-4557-b5e7-6057fe5e8e5c,01/12/2016 10:30:00,Fed's Stanley Fischer speech,MEDIUM,USD
53f82047-f29a-4926-a0ec-1ce114d31acb,01/12/2016 11:00:00,NFIB Business Optimism Index,LOW,USD
c3532811-43c5-46f9-9d61-05fa1f72713e,01/12/2016 13:30:00,Housing Starts Change,LOW,USD
e111e5d1-def7-4771-98ac-ab2324bc5def,01/12/2016 13:55:00,Redbook Index (YoY),LOW,USD
bfb5dfba-b968-430f-9223-aaee4f83cb9d,01/12/2016 13:55:00,Redbook Index (MoM),LOW,USD
214034b3-3524-42c5-ba31-b698d902e30e,01/12/2016 15:00:00,IBD/TIPP Economic Optimism (MoM),LOW,USD
4c2e93d2-4ca5-4bb8-8886-606168e17687,01/12/2016 15:00:00,JOLTS Job Openings,LOW,USD
4a8567c0-bcf7-45d1-9275-533105c4599b,01/12/2016 16:30:00,4-Week Bill Auction,LOW,USD
991f001a-06c1-4a38-88e9-5df13d3e3746,01/12/2016 18:00:00,3-Year Note Auction,LOW,USD
e4a4133d-4e6e-4674-9171-c29d7b55c1d9,01/12/2016 20:15:00,Fed's Lacker speech,LOW,USD
03c96c63-3527-4870-9993-64958e37eef8,01/12/2016 21:30:00,API Weekly Crude Oil Stock,LOW,USD
70f6328e-a1b4-41f5-834c-264c89fc977a,01/13/2016 02:00:00,President Obama speech,MEDIUM,USD
adbf7d84-0933-487f-8b8c-2260e1631310,01/13/2016 02:00:00,Trade Balance USD,MEDIUM,CNY
25472b27-d5e2-42c1-8461-a7ca93748d0f,01/13/2016 02:00:00,Exports (YoY),LOW,CNY
cb171c75-1747-41fa-bda1-0d82f3730dc5,01/13/2016 02:00:00,Imports (YoY),LOW,CNY
e7928fb9-45b2-4b63-ab04-87d7a4d23a8d,01/13/2016 02:00:00,Trade Balance CNY,MEDIUM,CNY
2fa5037d-db9a-4d79-9f79-223fce1baf01,01/13/2016 11:00:00,Retail Sales (MoM),LOW,BRL
8d5997d6-58d6-4d22-9da0-4dbb188f94d2,01/13/2016 12:00:00,MBA Mortgage Applications,LOW,USD
7b051497-1b95-45d3-a903-04994217c7c9,01/13/2016 13:00:00,Fed's Rosengren speech,LOW,USD
22f9828b-0d15-4400-a485-93f211464bb0,01/13/2016 15:30:00,EIA Crude Oil Stocks Change,LOW,USD
7ef1bebf-ecce-4c5b-82c7-4f84b058d5ce,01/13/2016 18:00:00,10-Year Note Auction,MEDIUM,USD
af7de44c-286a-45d7-b8bd-6540277fe1a7,01/13/2016 18:30:00,Fed's Evans speech,LOW,USD
185b1b4c-1f9d-4e34-b6cc-fb338dcb0221,01/13/2016 19:00:00,Monthly Budget Statement,MEDIUM,USD
5a3cda67-0cb7-4008-9702-6c47c56d656c,01/13/2016 19:00:00,Fed's Beige Book,MEDIUM,USD
d45f4d61-2cf8-409e-a40f-24740644362c,01/14/2016 07:35:48,FDI - Foreign Direct Investment (YTD) (YoY),MEDIUM,CNY
ea6ab788-c265-4a8b-83ed-15e3ecec8e27,01/14/2016 13:30:00,Import Price Index (MoM),LOW,USD
508871ae-1355-40ac-bb9c-9bc289a0f76e,01/14/2016 13:30:00,Continuing Jobless Claims,MEDIUM,USD
cb1cfe17-323d-4dea-a65e-fef8d9aeb8ee,01/14/2016 13:30:00,Import Price Index (YoY),LOW,USD
6c3c5350-3e16-45a2-bc68-92cf0b9f0599,01/14/2016 13:30:00,Export Price Index (MoM),LOW,USD
3bfc7514-9ebb-44c2-b2f3-4034cd9c0926,01/14/2016 13:30:00,Fed's Bullard speech,LOW,USD
87a54f79-f60b-4a19-a3c4-6e8b38f2101c,01/14/2016 13:30:00,Export Price Index (YoY),LOW,USD
4a7237d1-80f3-48f2-b678-83f05cd18546,01/14/2016 13:30:00,Initial Jobless Claims,MEDIUM,USD
ff427f63-10ef-4cdf-9a4b-b38facd2b7af,01/14/2016 15:30:00,EIA Natural Gas Storage Change,LOW,USD
4114a479-e33b-468e-8761-bac18c7d2b3d,01/14/2016 18:00:00,30-Year Bond Auction,LOW,USD
0db96bce-1628-472c-a49e-9870da5cbd70,01/15/2016 02:18:09,New Loans,LOW,CNY
0cbf8c7a-b216-4514-8850-059dad6bd6c2,01/15/2016 02:18:35,M2 Money Supply (YoY),LOW,CNY
b6bca948-fe99-425a-aecb-42d25c7e1e12,01/15/2016 13:30:00,NY Empire State Manufacturing Index,LOW,USD
030cd3f6-f771-4168-947a-aae1baaacac9,01/15/2016 13:30:00,Producer Price Index (YoY),LOW,USD
c40c5638-8f93-4faa-aac4-11a2755e0565,01/15/2016 13:30:00,Retail Sales ex Autos (MoM),HIGH,USD
521d28ae-2d77-420e-b36f-41539bc52652,01/15/2016 13:30:00,Producer Price Index ex Food & Energy (MoM),LOW,USD
3bf4f388-b58c-4b56-a781-6f120f65411a,01/15/2016 13:30:00,Producer Price Index ex Food & Energy (YoY),LOW,USD
2d80b66e-6414-4e0a-b628-f208b5b7684e,01/15/2016 13:30:00,Retail Sales Control Group,MEDIUM,USD
ca060690-4fad-4ffa-aec9-7bd4b39b9dd2,01/15/2016 13:30:00,Producer Price Index (MoM),LOW,USD
0fe11b16-ac3a-4e29-afb5-893ef7c6b165,01/15/2016 13:30:00,Retail Sales (MoM),MEDIUM,USD
42d3b41e-9b50-44cc-8df2-825fb9cef6bb,01/15/2016 14:15:00,Industrial Production (MoM),MEDIUM,USD
e22cdcc4-ae2c-48c1-b036-4cec110a7803,01/15/2016 14:15:00,Capacity Utilization,MEDIUM,USD
e9f6d9b8-b9e2-40fd-af89-cdfae0021966,01/15/2016 15:00:00,Michigan Consumer Sentiment Index,LOW,USD
eddcdfa8-a386-4dfb-a3fa-20f5ff0a4b76,01/15/2016 15:00:00,Business Inventories,LOW,USD
132eeae2-71f9-4902-98b2-7e435f85e1e2,01/15/2016 18:00:00,Baker Hughes US Oil Rig Count,MEDIUM,USD
018b0ee5-0980-4add-bb16-19826c8dab44,01/15/2016 19:30:00,CFTC Gold NC Net Positions,LOW,USD
49ee896e-fe08-440b-9b75-c6f0607215c1,01/15/2016 19:30:00,CFTC Oil NC Net Positions,LOW,USD
3acf3f77-0294-4e39-b40c-3cca2f308ce7,01/15/2016 19:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
5ca34e09-9a36-4302-a69e-d0cf29e6b70d,01/18/2016 00:00:00,Martin L. King's Birthday,NONE,USD
83de3862-ce61-4c0b-9547-a9728bec60de,01/18/2016 01:30:00,"House Price Index ",LOW,CNY
1727b45d-cb45-4c23-9aad-81d1b73b706c,01/19/2016 02:00:00,Gross Domestic Product (YoY),HIGH,CNY
5b571274-f5b4-4089-bb7e-440a11bb11d1,01/19/2016 02:00:00,Fixed Asset Investment (YTD) (YoY),LOW,CNY
427e5b2d-57a6-4ab9-9d59-6e6f1fdf8293,01/19/2016 02:00:00,NBS Press Conference,MEDIUM,CNY
d84e6528-ac2c-4e52-85f0-894402927576,01/19/2016 02:00:00,Industrial Production (YoY),MEDIUM,CNY
a00329da-cc91-4920-834d-b62316688f60,01/19/2016 02:00:00,Gross Domestic Product (QoQ),HIGH,CNY
8fd2b8f6-0969-48f0-a2a2-d61b68680778,01/19/2016 02:00:00,Retail Sales (YoY),MEDIUM,CNY
ddb950d0-180d-47a2-9f78-9bfe0f6a3d3d,01/19/2016 15:00:00,NAHB Housing Market Index,MEDIUM,USD
1c30f388-6745-4a30-a663-6cd0bb920635,01/19/2016 16:30:00,3-Month Bill Auction,LOW,USD
30aa069d-de77-4572-9d8b-007cc2547ae5,01/19/2016 16:30:00,6-Month Bill Auction,LOW,USD
fd8cde02-864e-4ccb-b240-3c5733572969,01/19/2016 21:00:00,Total Net TIC Flows,LOW,USD
b8f117d7-9836-43ac-83cc-eef226a02151,01/19/2016 21:00:00,Net Long-Term TIC Flows,LOW,USD
ffbfd478-a926-445e-9674-7b6af9dcba9a,01/20/2016 12:00:00,MBA Mortgage Applications,LOW,USD
2e1bc98b-fdf1-4609-b94c-d8ea3764df06,01/20/2016 13:30:00,Consumer Price Index Core s.a,MEDIUM,USD
b2337db8-617d-465c-8ed2-0d9b37e979e2,01/20/2016 13:30:00,Building Permits (MoM),MEDIUM,USD
50b919a8-e65e-49ed-981d-79713791c415,01/20/2016 13:30:00,Housing Starts (MoM),MEDIUM,USD
3d397128-6c86-4fab-9940-7706d582b2bd,01/20/2016 13:30:00,Consumer Price Index (MoM),MEDIUM,USD
9e979063-4653-4c93-ae0f-1590cbf8db3d,01/20/2016 13:30:00,Consumer Price Index n.s.a (MoM),MEDIUM,USD
8428bee7-be4d-4702-911b-f03014cea08c,01/20/2016 13:30:00,Building Permits Change,LOW,USD
2b35a7f6-8792-4803-ab5d-ad1126430f52,01/20/2016 13:30:00,Consumer Price Index ex Food & Energy (MoM),MEDIUM,USD
83448d98-1ff0-4c65-bd3e-27da09754f18,01/20/2016 13:30:00,Consumer Price Index (YoY),HIGH,USD
b3d8f932-ef58-4fea-bddb-482f89f9b0a6,01/20/2016 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
f765d697-0e37-4ef5-9434-02d856ed5e8a,01/20/2016 13:55:00,Redbook Index (YoY),LOW,USD
c17ee982-7222-443d-9c97-2d03b28be18d,01/20/2016 13:55:00,Redbook Index (MoM),LOW,USD
88a66001-755f-4367-bab4-10baa0f84bb2,01/20/2016 16:30:00,4-Week Bill Auction,LOW,USD
03512799-5648-4c84-9d6e-d7e3825a1c14,01/20/2016 21:00:00,Interest Rate Decision,LOW,BRL
4705bd2e-8c49-4d5d-b31a-d5985478f4aa,01/20/2016 21:35:00,API Weekly Crude Oil Stock,MEDIUM,USD
17f1eb9c-e2b9-4891-ae48-a718cb58afb7,01/21/2016 13:30:00,Continuing Jobless Claims,LOW,USD
95a95526-2db1-4f5d-a0ca-b48e6a253f39,01/21/2016 13:30:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
dba3e14a-3449-4579-b757-03c6196798c3,01/21/2016 13:30:00,Initial Jobless Claims,MEDIUM,USD
4ffc47ed-2530-4132-92eb-fbce38d97cea,01/21/2016 15:30:00,EIA Natural Gas Storage Change,LOW,USD
10684e8d-5d08-4128-b311-c74fd39be671,01/21/2016 16:00:00,EIA Crude Oil Stocks Change,MEDIUM,USD
c88cd79f-0f5b-4cc1-bdbe-bda8bf954cbc,01/22/2016 01:45:00,MNI Business Sentiment Indicator,LOW,CNY
9bbcb782-ebea-4239-8ab8-6717ed71d73c,01/22/2016 11:00:00,Mid-month Inflation,LOW,BRL
191f4ab7-cb62-476d-bbe2-d463cfa9d9f7,01/22/2016 13:30:00,"Chicago Fed National Activity Index ",MEDIUM,USD
8a7e3d0b-c97e-459c-a58d-39831e06eff5,01/22/2016 14:45:00,Markit Manufacturing PMI,MEDIUM,USD
26ac0733-b7cf-43e7-8aeb-7cb6b599b67c,01/22/2016 15:00:00,Existing Home Sales (MoM),LOW,USD
f92d918e-48b4-4903-b461-60c30cce99fc,01/22/2016 15:00:00,Existing Home Sales Change (MoM),LOW,USD
41e90e80-5d7e-457f-aee4-61cd24af9912,01/22/2016 18:00:00,Baker Hughes US Oil Rig Count,MEDIUM,USD
fcfa5d4c-b724-4936-a8c7-d51e25fada38,01/22/2016 19:30:00,CFTC Gold NC Net Positions,LOW,USD
f948bd38-b197-4f1d-a8f9-b42742a02b38,01/22/2016 19:30:00,CFTC Oil NC Net Positions,LOW,USD
992a8488-9d95-4207-bc8d-a7085a162a3d,01/22/2016 19:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
2b0f6c38-673a-4e7d-b053-e7f596f0d1f0,01/25/2016 15:30:00,Dallas Fed Manufacturing Business Index,MEDIUM,USD
9eb27367-9ace-4549-bb7a-d21134d44469,01/25/2016 16:30:00,3-Month Bill Auction,LOW,USD
dbf087f7-4af9-4c0f-a92b-0d171148cc12,01/25/2016 16:30:00,6-Month Bill Auction,LOW,USD
1b8a112d-f2b9-4815-a27c-8d330f8eadd6,01/26/2016 12:30:00,Current Account,LOW,BRL
2747ed0d-5ba0-4ad4-b4a1-fd27170b13bc,01/26/2016 13:55:00,Redbook Index (YoY),LOW,USD
2c198503-13ad-4757-9934-079ed751c90a,01/26/2016 13:55:00,Redbook Index (MoM),LOW,USD
b6710833-3117-4173-a49b-707691e95cd0,01/26/2016 14:00:00,Housing Price Index (MoM),MEDIUM,USD
2426430f-79bb-41be-94ad-4d9ce4ca02a1,01/26/2016 14:00:00,S&P/Case-Shiller Home Price Indices (YoY),MEDIUM,USD
6496a40b-f598-4795-a3d4-ab8f1071f423,01/26/2016 14:45:00,Markit Services PMI,MEDIUM,USD
9ebb625c-864d-4e35-a0c7-d27c30eba1fb,01/26/2016 14:45:00,Markit PMI Composite,MEDIUM,USD
e7fbb2a2-de68-4721-acb4-829c370e1eaf,01/26/2016 15:00:00,Richmond Fed Manufacturing Index,LOW,USD
329df34b-bb3a-45e5-9306-d0699bcb3116,01/26/2016 15:00:00,Consumer Confidence,MEDIUM,USD
53df8737-672a-435d-aeaa-9d2e23fd1c0f,01/26/2016 16:30:00,4-Week Bill Auction,LOW,USD
177a8fe1-5279-4e46-bcdf-133f8b939c06,01/26/2016 18:00:00,2-Year Note Auction,LOW,USD
c07d7748-16a1-420c-a26f-f905932850e8,01/26/2016 21:30:00,API Weekly Crude Oil Stock,MEDIUM,USD
b8aab9fd-59e2-428d-b45a-1c3195092510,01/27/2016 12:00:00,MBA Mortgage Applications,LOW,USD
fd20b81a-a2f9-4fc1-bcdb-31664aec44df,01/27/2016 15:00:00,New Home Sales (MoM),MEDIUM,USD
f2a91e73-d502-468a-b63a-25ebac293264,01/27/2016 15:00:00,New Home Sales Change (MoM),MEDIUM,USD
2db0187f-ccdb-44da-b606-29daebe91196,01/27/2016 15:30:00,EIA Crude Oil Stocks Change,MEDIUM,USD
3265fa42-0d44-4616-9641-4e5dd85d41af,01/27/2016 18:00:00,5-Year Note Auction,LOW,USD
c6a59fe0-d6c9-4d0f-9a7e-ce2d5db7e344,01/27/2016 19:00:00,Fed Interest Rate Decision,HIGH,USD
d55b5d06-2530-401b-a3aa-324beaf588fc,01/27/2016 19:00:00,Fed's Monetary Policy Statement,HIGH,USD
81f45092-570b-49c8-b22b-7a74621f3149,01/28/2016 10:00:00,Inflation Index/IGP-M,LOW,BRL
0d9f2196-11c8-4b5b-b287-4edcc6f5847c,01/28/2016 11:30:00,Unemployment Rate,LOW,BRL
290c2540-9a89-41e1-a3e3-0554ab060955,01/28/2016 13:30:00,Durable Goods Orders ex Transportation,HIGH,USD
ce08b41a-db75-447f-9098-264c329dbd39,01/28/2016 13:30:00,Continuing Jobless Claims,LOW,USD
79a40e6a-72b9-45fc-b66d-b661190d1e6a,01/28/2016 13:30:00,Durable Goods Orders,HIGH,USD
cf205cde-0fe5-4ac8-85f6-d4d1731604ac,01/28/2016 13:30:00,Initial Jobless Claims,MEDIUM,USD
30afa4fb-1901-4e85-a9b0-a1389db7a501,01/28/2016 15:00:00,Pending Home Sales (YoY),MEDIUM,USD
4e3dad08-0a88-440d-8dae-4c81104fd8cf,01/28/2016 15:00:00,Pending Home Sales (MoM),MEDIUM,USD
9cd32d11-2929-450c-bdf4-db949a657fa8,01/28/2016 15:30:00,EIA Natural Gas Storage Change,LOW,USD
eb445969-d9bb-4f7e-bc4c-375ec7e93213,01/28/2016 16:00:00,Kansas Fed Manufacturing Activity,LOW,USD
73ecd5ef-1520-481a-9995-53dbc3f850f6,01/28/2016 18:00:00,7-Year Note Auction,LOW,USD
7da3fe3a-d4fe-4c2a-9851-4a5163307305,01/29/2016 12:30:00,Primary Budget Surplus,LOW,BRL
431f40f1-e41f-40ad-8c6d-10f988c209f4,01/29/2016 12:30:00,Nominal Budget Balance,LOW,BRL
44285725-906d-4015-8e8c-4bf743b76580,01/29/2016 13:30:00,Core Personal Consumption Expenditures (QoQ),MEDIUM,USD
1030b685-4ff1-4405-a8ba-260071518c99,01/29/2016 13:30:00,Gross Domestic Product Price Index,HIGH,USD
77b30166-b5c4-4153-88be-ecc897736bc0,01/29/2016 13:30:00,Goods Trade Balance,LOW,USD
c2158c6e-9959-49ea-b25b-3cd8e5df1666,01/29/2016 13:30:00,Personal Consumption Expenditures Prices (QoQ),MEDIUM,USD
f431260e-443b-4eec-a97d-e9b824c6e3fc,01/29/2016 13:30:00,Employment Cost Index,LOW,USD
2a1ecb6d-f93a-49bb-bed8-23b791e6ba15,01/29/2016 13:30:00,Gross Domestic Product Annualized,HIGH,USD
17b2cf9f-4b83-45c2-a055-1eacd65edfdf,01/29/2016 14:45:00,Chicago Purchasing Managers' Index,MEDIUM,USD
65d20148-fc82-4c9a-a8c0-859d4459756a,01/29/2016 15:00:00,Michigan Consumer Sentiment Index,LOW,USD
258f6deb-aaab-40ab-8184-8e902e2e0fa0,01/29/2016 18:00:00,Baker Hughes US Oil Rig Count,MEDIUM,USD
3237f808-65b8-43e3-bcc7-c63dd3a218c5,01/29/2016 19:30:00,CFTC Gold NC Net Positions,LOW,USD
f85726fd-92a5-4c28-9460-ea2264800a92,01/29/2016 19:30:00,CFTC Oil NC Net Positions,LOW,USD
1eebe45d-d6da-485e-9e71-f107aadbc324,01/29/2016 19:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
7a51b7e0-e894-4ea7-96ff-c05b7e1e527e,01/29/2016 20:30:00,Fed's Williams speech,LOW,USD
521a24f3-8ef5-4bcb-a4eb-d2649699ec37,02/01/2016 01:00:00,Non-Manufacturing PMI,MEDIUM,CNY
19e55ae8-ef62-45eb-a17b-43d65017e9b8,02/01/2016 01:00:00,NBS Manufacturing PMI,MEDIUM,CNY
936a1efe-ca62-4300-8446-d5e0e9bd0c40,02/01/2016 01:45:00,Caixin Manufacturing PMI,MEDIUM,CNY
36e7976b-13cc-428b-8280-d104a9a7735d,02/01/2016 12:00:00,HSBC PMI Manufacturing,LOW,BRL
86aec877-d3de-464e-bb60-19acb5ccd446,02/01/2016 13:30:00,Personal Consumption Expenditures - Price Index (YoY),MEDIUM,USD
622f737b-89b2-4975-81da-3244a273aa00,02/01/2016 13:30:00,Core Personal Consumption Expenditure - Price Index (MoM),MEDIUM,USD
f6e310f0-856d-4ad6-ab44-8ae9a398d4d1,02/01/2016 13:30:00,Personal Income (MoM),MEDIUM,USD
8dc4e972-84f4-49b1-b04d-61836e6154d2,02/01/2016 13:30:00,Personal Consumption Expenditures - Price Index (MoM),MEDIUM,USD
05f5343a-0e6e-44f3-9e36-d6207401976b,02/01/2016 13:30:00,Personal Spending,MEDIUM,USD
b0d3d0b7-174d-4264-9687-d61f705e6080,02/01/2016 13:30:00,Core Personal Consumption Expenditure - Price Index (YoY),MEDIUM,USD
7102475e-1f45-4677-9496-06135bb0ed72,02/01/2016 14:45:00,Markit Manufacturing PMI,MEDIUM,USD
717e06a1-cf90-4db3-bcf6-0dbe5189fc60,02/01/2016 15:00:00,ISM Manufacturing PMI,MEDIUM,USD
64e9b590-3d2d-4ffe-89d8-af667ec0a0c0,02/01/2016 15:00:00,ISM Manufacturing Prices Paid,MEDIUM,USD
c2be6fe4-7961-48df-b3cd-7ad75f583952,02/01/2016 15:00:00,Construction Spending (MoM),MEDIUM,USD
0d88e268-4f1f-4094-852f-c5736ea0dfd9,02/01/2016 16:30:00,3-Month Bill Auction,LOW,USD
43c0c22c-9999-4d39-8729-10d9388a0671,02/01/2016 16:30:00,6-Month Bill Auction,LOW,USD
db25da5c-d21c-4a7d-a50c-5a3e3b60c60d,02/01/2016 17:00:00,Trade Balance,LOW,BRL
5e0b2d54-5bc5-4670-9063-9639a40bd7fb,02/01/2016 18:00:00,Fed's Stanley Fischer speech,MEDIUM,USD
c58ecd63-23a6-4aac-8ce4-101378b0b261,02/01/2016 19:00:00,Loan Officer Survey,LOW,USD
39b30259-2aee-4006-aa92-84dca28fa766,02/02/2016 11:00:00,Industrial Output (MoM),LOW,BRL
cbda2d2a-5a55-4639-89b3-e0e20be7765d,02/02/2016 11:00:00,Industrial Output (YoY),LOW,BRL
baedcc09-1ba8-42b0-aa47-1b31f460ce76,02/02/2016 13:55:00,Redbook Index (YoY),LOW,USD
